Entity,Code,Year,3_1_Renewables_kWpc
Colombia,COL,1989,2508.1848
Colombia,COL,1990,2520.7388
Colombia,COL,1991,2489.8667
Colombia,COL,1992,1973.2081
Colombia,COL,1993,2415.5269
Colombia,COL,1994,2725.95
Colombia,COL,1995,2672.08
Colombia,COL,1996,2891.6465
Colombia,COL,1997,2537.1511
Colombia,COL,1998,2443.5574
Colombia,COL,1999,2620.48
Colombia,COL,2000,2364.151
Colombia,COL,2001,2372.647
Colombia,COL,2002,2489.9365
Colombia,COL,2003,2594.2678
Colombia,COL,2004,2692.0056
Colombia,COL,2005,2705.8232
Colombia,COL,2006,2910.3574
Colombia,COL,2007,2967.9873
Colombia,COL,2008,3039.8176
Colombia,COL,2009,2733.109
Colombia,COL,2010,2710.2476
Colombia,COL,2011,3197.464
Colombia,COL,2012,3114.861
Colombia,COL,2013,2875.7617
Colombia,COL,2014,2888.142
Colombia,COL,2015,2850.4856
Colombia,COL,2016,2931.946
Colombia,COL,2017,3443.8281
Colombia,COL,2018,3368.7688
Colombia,COL,2019,3216.5476
Colombia,COL,2020,2919.7163
Colombia,COL,2021,3457.1377
Colombia,COL,2022,3624.2952
Croatia,HRV,1990,2383.8606
Croatia,HRV,1991,3379.1077
Croatia,HRV,1992,2684.148
Croatia,HRV,1993,2819.9517
Croatia,HRV,1994,3338.588
Croatia,HRV,1995,3501.6348
Croatia,HRV,1996,4891.8867
Croatia,HRV,1997,3674.435
Croatia,HRV,1998,3827.0789
Croatia,HRV,1999,4710.886
Croatia,HRV,2000,4195.8027
Croatia,HRV,2001,4680.634
Croatia,HRV,2002,3809.8923
Croatia,HRV,2003,3548.0378
Croatia,HRV,2004,4950.26
Croatia,HRV,2005,4564.402
Croatia,HRV,2006,4282.276
Croatia,HRV,2007,3050.9443
Croatia,HRV,2008,3746.9097
Croatia,HRV,2009,4791.2603
Croatia,HRV,2010,5910.7954
Croatia,HRV,2011,3366.2532
Croatia,HRV,2012,3416.6035
Croatia,HRV,2013,5965.7344
Croatia,HRV,2014,6381.7905
Croatia,HRV,2015,4850.0215
Croatia,HRV,2016,5356.1245
Croatia,HRV,2017,4584.969
Croatia,HRV,2018,6383.4805
Croatia,HRV,2019,5619.782
Croatia,HRV,2020,5800.2236
Croatia,HRV,2021,7200.4795
Croatia,HRV,2022,6318.343
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1965,680.1592
Czechia,CZE,1966,639.1847
Czechia,CZE,1967,574.7464
Czechia,CZE,1968,444.07068
Czechia,CZE,1969,362.01776
Czechia,CZE,1970,516.28125
Czechia,CZE,1971,363.87952
Czechia,CZE,1972,379.4062
Czechia,CZE,1973,322.86948
Czechia,CZE,1974,539.9897
Czechia,CZE,1975,535.02185
Czechia,CZE,1976,423.8488
Czechia,CZE,1977,573.3549
Czechia,CZE,1978,530.73346
Czechia,CZE,1979,662.0681
Czechia,CZE,1980,690.7279
Czechia,CZE,1981,592.6147
Czechia,CZE,1982,479.72797
Czechia,CZE,1983,475.21252
Czechia,CZE,1984,372.64844
Czechia,CZE,1985,479.6129
Czechia,CZE,1986,538.4339
Czechia,CZE,1987,707.5249
Czechia,CZE,1988,602.3517
Czechia,CZE,1989,471.47693
Czechia,CZE,1990,333.26874
Czechia,CZE,1991,312.5351
Czechia,CZE,1992,403.99564
Czechia,CZE,1993,446.2393
Czechia,CZE,1994,525.4466
Czechia,CZE,1995,717.3306
Czechia,CZE,1996,680.8232
Czechia,CZE,1997,678.6118
Czechia,CZE,1998,624.5492
Czechia,CZE,1999,745.61456
Czechia,CZE,2000,739.55457
Czechia,CZE,2001,804.29517
Czechia,CZE,2002,939.5008
Czechia,CZE,2003,613.98505
Czechia,CZE,2004,826.8495
Czechia,CZE,2005,899.0583
Czechia,CZE,2006,1022.68256
Czechia,CZE,2007,996.15576
Czechia,CZE,2008,1186.4558
Czechia,CZE,2009,1536.1359
Czechia,CZE,2010,1911.2644
Czechia,CZE,2011,2347.9536
Czechia,CZE,2012,2552.4753
Czechia,CZE,2013,2899.116
Czechia,CZE,2014,2927.8176
Czechia,CZE,2015,2966.8274
Czechia,CZE,2016,2955.5657
Czechia,CZE,2017,3027.8315
Czechia,CZE,2018,2952.502
Czechia,CZE,2019,3148.9446
Czechia,CZE,2020,3257.8865
Czechia,CZE,2021,3319.8235
Czechia,CZE,2022,3284.8643
Denmark,DNK,1965,15.542367
Denmark,DNK,1966,16.029001
Denmark,DNK,1967,15.2903385
Denmark,DNK,1968,12.756765
Denmark,DNK,1969,13.286727
Denmark,DNK,1970,14.4156475
Denmark,DNK,1971,14.332609
Denmark,DNK,1972,14.247461
Denmark,DNK,1973,14.169237
Denmark,DNK,1974,14.098883
Denmark,DNK,1975,12.276428
Denmark,DNK,1976,11.062273
Denmark,DNK,1977,15.090799
Denmark,DNK,1978,17.36363
Denmark,DNK,1979,20.216114
Denmark,DNK,1980,25.731016
Denmark,DNK,1981,26.53049
Denmark,DNK,1982,28.14856
Denmark,DNK,1983,55.526436
Denmark,DNK,1984,57.175884
Denmark,DNK,1985,69.29082
Denmark,DNK,1986,120.868484
Denmark,DNK,1987,155.34167
Denmark,DNK,1988,237.00626
Denmark,DNK,1989,338.27975
Denmark,DNK,1990,497.18073
Denmark,DNK,1991,658.5098
Denmark,DNK,1992,860.1882
Denmark,DNK,1993,1051.9052
Denmark,DNK,1994,1014.4045
Denmark,DNK,1995,1076.5017
Denmark,DNK,1996,1206.6158
Denmark,DNK,1997,1684.8604
Denmark,DNK,1998,2238.543
Denmark,DNK,1999,2492.4995
Denmark,DNK,2000,3142.4268
Denmark,DNK,2001,3275.6567
Denmark,DNK,2002,3779.7375
Denmark,DNK,2003,4475.639
Denmark,DNK,2004,5233.716
Denmark,DNK,2005,5360.6333
Denmark,DNK,2006,5001.4873
Denmark,DNK,2007,5537.4126
Denmark,DNK,2008,5386.9443
Denmark,DNK,2009,5345.482
Denmark,DNK,2010,6618.181
Denmark,DNK,2011,7624.965
Denmark,DNK,2012,8062.9014
Denmark,DNK,2013,8537.335
Denmark,DNK,2014,9452.174
Denmark,DNK,2015,9812.897
Denmark,DNK,2016,9517.667
Denmark,DNK,2017,11146.023
Denmark,DNK,2018,10531.966
Denmark,DNK,2019,11534.846
Denmark,DNK,2020,11653.837
Denmark,DNK,2021,13037.545
Denmark,DNK,2022,13858.966
Ecuador,ECU,1965,137.95038
Ecuador,ECU,1966,153.34389
Ecuador,ECU,1967,164.08981
Ecuador,ECU,1968,166.4862
Ecuador,ECU,1969,179.47908
Ecuador,ECU,1970,194.02756
Ecuador,ECU,1971,204.86296
Ecuador,ECU,1972,201.39793
Ecuador,ECU,1973,191.39938
Ecuador,ECU,1974,213.92952
Ecuador,ECU,1975,261.33463
Ecuador,ECU,1976,244.9195
Ecuador,ECU,1977,219.80455
Ecuador,ECU,1978,303.2624
Ecuador,ECU,1979,264.6269
Ecuador,ECU,1980,316.92996
Ecuador,ECU,1981,275.78152
Ecuador,ECU,1982,308.71613
Ecuador,ECU,1983,578.5639
Ecuador,ECU,1984,1059.5112
Ecuador,ECU,1985,1047.7246
Ecuador,ECU,1986,1250.0864
Ecuador,ECU,1987,1388.9313
Ecuador,ECU,1988,1431.3671
Ecuador,ECU,1989,1434.7357
Ecuador,ECU,1990,1411.0814
Ecuador,ECU,1991,1404.5531
Ecuador,ECU,1992,1347.4918
Ecuador,ECU,1993,1543.2292
Ecuador,ECU,1994,1710.7899
Ecuador,ECU,1995,1319.8506
Ecuador,ECU,1996,1592.9558
Ecuador,ECU,1997,1611.7576
Ecuador,ECU,1998,1576.9623
Ecuador,ECU,1999,1709.749
Ecuador,ECU,2000,1782.4662
Ecuador,ECU,2001,1617.0675
Ecuador,ECU,2002,1680.2617
Ecuador,ECU,2003,1565.5819
Ecuador,ECU,2004,1578.7896
Ecuador,ECU,2005,1455.0614
Ecuador,ECU,2006,1481.2538
Ecuador,ECU,2007,1842.2983
Ecuador,ECU,2008,2235.4966
Ecuador,ECU,2009,1795.0532
Ecuador,ECU,2010,1651.9786
Ecuador,ECU,2011,2075.929
Ecuador,ECU,2012,2230.6763
Ecuador,ECU,2013,1985.9515
Ecuador,ECU,2014,2044.7898
Ecuador,ECU,2015,2286.1177
Ecuador,ECU,2016,2701.5144
Ecuador,ECU,2017,3321.3032
Ecuador,ECU,2018,3325.946
Ecuador,ECU,2019,3863.001
Ecuador,ECU,2020,3743.683
Ecuador,ECU,2021,3858.2812
Ecuador,ECU,2022,3661.4097
Egypt,EGY,1965,166.22182
Egypt,EGY,1966,170.72438
Egypt,EGY,1967,179.43834
Egypt,EGY,1968,267.22934
Egypt,EGY,1969,347.11508
Egypt,EGY,1970,398.63367
Egypt,EGY,1971,419.7267
Egypt,EGY,1972,420.12766
Egypt,EGY,1973,410.48236
Egypt,EGY,1974,476.82825
Egypt,EGY,1975,517.9986
Egypt,EGY,1976,596.89594
Egypt,EGY,1977,658.6013
Egypt,EGY,1978,706.2634
Egypt,EGY,1979,666.39575
Egypt,EGY,1980,662.5382
Egypt,EGY,1981,672.6216
Egypt,EGY,1982,673.1312
Egypt,EGY,1983,612.92584
Egypt,EGY,1984,584.994
Egypt,EGY,1985,540.62317
Egypt,EGY,1986,515.9059
Egypt,EGY,1987,501.93137
Egypt,EGY,1988,480.8104
Egypt,EGY,1989,503.04904
Egypt,EGY,1990,514.39484
Egypt,EGY,1991,500.2728
Egypt,EGY,1992,483.0623
Egypt,EGY,1993,486.19
Egypt,EGY,1994,505.331
Egypt,EGY,1995,515.7584
Egypt,EGY,1996,517.92816
Egypt,EGY,1997,519.5519
Egypt,EGY,1998,522.93585
Egypt,EGY,1999,569.01874
Egypt,EGY,2000,590.7526
Egypt,EGY,2001,588.4668
Egypt,EGY,2002,557.44995
Egypt,EGY,2003,504.94156
Egypt,EGY,2004,495.74423
Egypt,EGY,2005,476.36267
Egypt,EGY,2006,472.55023
Egypt,EGY,2007,511.7836
Egypt,EGY,2008,537.1554
Egypt,EGY,2009,483.79932
Egypt,EGY,2010,457.72226
Egypt,EGY,2011,455.53012
Egypt,EGY,2012,446.80692
Egypt,EGY,2013,433.09137
Egypt,EGY,2014,418.14926
Egypt,EGY,2015,430.44128
Egypt,EGY,2016,424.63327
Egypt,EGY,2017,405.25165
Egypt,EGY,2018,419.88312
Egypt,EGY,2019,512.8302
Egypt,EGY,2020,600.90295
Egypt,EGY,2021,592.5382
Egypt,EGY,2022,562.9209
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,13.183869
Estonia,EST,1996,11.125225
Estonia,EST,1997,17.96539
Estonia,EST,1998,27.145493
Estonia,EST,1999,37.99557
Estonia,EST,2000,136.2722
Estonia,EST,2001,66.259544
Estonia,EST,2002,77.304306
Estonia,EST,2003,100.54232
Estonia,EST,2004,136.08022
Estonia,EST,2005,238.42897
Estonia,EST,2006,289.1728
Estonia,EST,2007,328.40192
Estonia,EST,2008,464.44327
Estonia,EST,2009,1241.178
Estonia,EST,2010,2479.417
Estonia,EST,2011,2749.6929
Estonia,EST,2012,3436.9917
Estonia,EST,2013,2865.7493
Estonia,EST,2014,3285.1177
Estonia,EST,2015,3601.606
Estonia,EST,2016,3619.6167
Estonia,EST,2017,4249.7026
Estonia,EST,2018,4731.181
Estonia,EST,2019,5053.813
Estonia,EST,2020,6731.4087
Estonia,EST,2021,6884.393
Estonia,EST,2022,7099.013
Europe,,1965,1789.7991
Europe,,1966,1931.783
Europe,,1967,1903.3108
Europe,,1968,2013.0061
Europe,,1969,2027.703
Europe,,1970,2135.5222
Europe,,1971,2148.5168
Europe,,1972,2180.549
Europe,,1973,2194.089
Europe,,1974,2353.6228
Europe,,1975,2340.808
Europe,,1976,2226.9429
Europe,,1977,2608.1897
Europe,,1978,2689.38
Europe,,1979,2785.8418
Europe,,1980,2762.613
Europe,,1981,2781.436
Europe,,1982,2691.6426
Europe,,1983,2776.2576
Europe,,1984,2874.1567
Europe,,1985,2765.2075
Europe,,1986,2708.2734
Europe,,1987,2840.1582
Europe,,1988,2939.658
Europe,,1989,2670.805
Europe,,1990,2731.2026
Europe,,1991,2775.2021
Europe,,1992,2847.5388
Europe,,1993,2917.0708
Europe,,1994,2971.8167
Europe,,1995,2998.1348
Europe,,1996,2826.5044
Europe,,1997,2955.0725
Europe,,1998,3087.9836
Europe,,1999,3167.0334
Europe,,2000,3329.472
Europe,,2001,3391.0295
Europe,,2002,3161.3528
Europe,,2003,3044.3262
Europe,,2004,3335.5405
Europe,,2005,3443.3586
Europe,,2006,3489.5413
Europe,,2007,3680.6443
Europe,,2008,3884.482
Europe,,2009,4014.7566
Europe,,2010,4323.4224
Europe,,2011,4233.829
Europe,,2012,4671.887
Europe,,2013,5017.844
Europe,,2014,5125.5938
Europe,,2015,5229.8335
Europe,,2016,5340.091
Europe,,2017,5385.113
Europe,,2018,5715.9253
Europe,,2019,5816.3604
Europe,,2020,6309.7847
Europe,,2021,6412.611
Europe,,2022,6345.0024
European Union (27),,1965,1711.5419
European Union (27),,1966,1854.8538
European Union (27),,1967,1778.8601
European Union (27),,1968,1804.7966
European Union (27),,1969,1764.8658
European Union (27),,1970,1863.0841
European Union (27),,1971,1841.0981
European Union (27),,1972,1915.9629
European Union (27),,1973,1898.068
European Union (27),,1974,2035.6597
European Union (27),,1975,2041.635
European Union (27),,1976,1780.5319
European Union (27),,1977,2338.8225
European Union (27),,1978,2272.3032
European Union (27),,1979,2369.716
European Union (27),,1980,2249.7478
European Union (27),,1981,2210.211
European Union (27),,1982,2160.811
European Union (27),,1983,2198.396
European Union (27),,1984,2225.0286
European Union (27),,1985,2268.287
European Union (27),,1986,2148.0117
European Union (27),,1987,2341.2979
European Union (27),,1988,2466.2124
European Union (27),,1989,2031.6438
European Union (27),,1990,2148.2905
European Union (27),,1991,2240.074
European Union (27),,1992,2331.917
European Union (27),,1993,2399.6873
European Union (27),,1994,2472.6465
European Union (27),,1995,2485.1228
European Union (27),,1996,2479.295
European Union (27),,1997,2595.6995
European Union (27),,1998,2714.9866
European Union (27),,1999,2724.277
European Union (27),,2000,2891.481
European Union (27),,2001,3060.041
European Union (27),,2002,2742.862
European Union (27),,2003,2761.6426
European Union (27),,2004,3043.5767
European Union (27),,2005,3064.0203
European Union (27),,2006,3248.2231
European Union (27),,2007,3461.4893
European Union (27),,2008,3779.3916
European Union (27),,2009,3984.4583
European Union (27),,2010,4536.482
European Union (27),,2011,4473.04
European Union (27),,2012,5011.3574
European Union (27),,2013,5421.039
European Union (27),,2014,5600.235
European Union (27),,2015,5709.754
European Union (27),,2016,5769.9
European Union (27),,2017,5787.247
European Union (27),,2018,6180.9067
European Union (27),,2019,6356.801
European Union (27),,2020,6850.0073
European Union (27),,2021,6960.9326
European Union (27),,2022,6970.609
Finland,FIN,1965,6059.329
Finland,FIN,1966,6699.55
Finland,FIN,1967,7464.0547
Finland,FIN,1968,6702.024
Finland,FIN,1969,5592.1235
Finland,FIN,1970,6113.6094
Finland,FIN,1971,6847.3696
Finland,FIN,1972,6615.096
Finland,FIN,1973,6704.5054
Finland,FIN,1974,8008.115
Finland,FIN,1975,7662.7485
Finland,FIN,1976,5933.234
Finland,FIN,1977,7601.497
Finland,FIN,1978,6097.025
Finland,FIN,1979,6746.585
Finland,FIN,1980,6321.2793
Finland,FIN,1981,8411.97
Finland,FIN,1982,8018.4023
Finland,FIN,1983,8270.277
Finland,FIN,1984,8024.3057
Finland,FIN,1985,7440.0625
Finland,FIN,1986,7449.2686
Finland,FIN,1987,8271.097
Finland,FIN,1988,7987.9995
Finland,FIN,1989,7761.2256
Finland,FIN,1990,9740.259
Finland,FIN,1991,10966.161
Finland,FIN,1992,11995.017
Finland,FIN,1993,11621.452
Finland,FIN,1994,10909.825
Finland,FIN,1995,11618.804
Finland,FIN,1996,10518.476
Finland,FIN,1997,11954.019
Finland,FIN,1998,14430.896
Finland,FIN,1999,12512.981
Finland,FIN,2000,13747.96
Finland,FIN,2001,12607.852
Finland,FIN,2002,11603.915
Finland,FIN,2003,11140.657
Finland,FIN,2004,14757.876
Finland,FIN,2005,13405.917
Finland,FIN,2006,12852.494
Finland,FIN,2007,13694.152
Finland,FIN,2008,15602.273
Finland,FIN,2009,12276.179
Finland,FIN,2010,13642.959
Finland,FIN,2011,13681.175
Finland,FIN,2012,15787.715
Finland,FIN,2013,14307.013
Finland,FIN,2014,14995.175
Finland,FIN,2015,16963.518
Finland,FIN,2016,16228.862
Finland,FIN,2017,17084.213
Finland,FIN,2018,17393.105
Finland,FIN,2019,17366.83
Finland,FIN,2020,18843.354
Finland,FIN,2021,20613.047
Finland,FIN,2022,22700.47
France,FRA,1965,2877.9392
France,FRA,1966,3196.6921
France,FRA,1967,2767.561
France,FRA,1968,3062.7078
France,FRA,1969,3193.545
France,FRA,1970,3403.9673
France,FRA,1971,2921.5176
France,FRA,1972,2902.7402
France,FRA,1973,2817.488
France,FRA,1974,3284.0295
France,FRA,1975,3474.894
France,FRA,1976,2806.4763
France,FRA,1977,4347.137
France,FRA,1978,3886.5232
France,FRA,1979,3764.599
France,FRA,1980,3914.925
France,FRA,1981,4040.2947
France,FRA,1982,3931.628
France,FRA,1983,3852.5142
France,FRA,1984,3636.067
France,FRA,1985,3417.99
France,FRA,1986,3432.6157
France,FRA,1987,3846.948
France,FRA,1988,4148.2593
France,FRA,1989,2559.792
France,FRA,1990,2931.753
France,FRA,1991,3125.4175
France,FRA,1992,3706.9573
France,FRA,1993,3480.3892
France,FRA,1994,4210.9272
France,FRA,1995,3925.5178
France,FRA,1996,3569.067
France,FRA,1997,3467.1616
France,FRA,1998,3358.6628
France,FRA,1999,3885.126
France,FRA,2000,3572.3638
France,FRA,2001,3946.9758
France,FRA,2002,3238.0803
France,FRA,2003,3139.5583
France,FRA,2004,3149.5881
France,FRA,2005,2795.1843
France,FRA,2006,3064.4116
France,FRA,2007,3325.7249
France,FRA,2008,3811.0188
France,FRA,2009,3611.5918
France,FRA,2010,3946.2605
France,FRA,2011,3314.0356
France,FRA,2012,4146.9766
France,FRA,2013,4725.84
France,FRA,2014,4498.7705
France,FRA,2015,4386.8306
France,FRA,2016,4642.4653
France,FRA,2017,4368.001
France,FRA,2018,5183.3555
France,FRA,2019,5164.342
France,FRA,2020,5580.7544
France,FRA,2021,5490.5845
France,FRA,2022,5270.6436
Germany,DEU,1965,630.46985
Germany,DEU,1966,676.69934
Germany,DEU,1967,638.0515
Germany,DEU,1968,643.56244
Germany,DEU,1969,519.79626
Germany,DEU,1970,699.7136
Germany,DEU,1971,547.4661
Germany,DEU,1972,537.89197
Germany,DEU,1973,615.18536
Germany,DEU,1974,707.0847
Germany,DEU,1975,688.2121
Germany,DEU,1976,574.5424
Germany,DEU,1977,715.5292
Germany,DEU,1978,749.3453
Germany,DEU,1979,756.81415
Germany,DEU,1980,805.5868
Germany,DEU,1981,832.1735
Germany,DEU,1982,826.0129
Germany,DEU,1983,776.7313
Germany,DEU,1984,772.05664
Germany,DEU,1985,730.3256
Germany,DEU,1986,771.3484
Germany,DEU,1987,829.4859
Germany,DEU,1988,823.5051
Germany,DEU,1989,755.32306
Germany,DEU,1990,706.2239
Germany,DEU,1991,651.492
Germany,DEU,1992,760.0543
Germany,DEU,1993,784.4712
Germany,DEU,1994,850.47345
Germany,DEU,1995,925.64606
Germany,DEU,1996,849.6406
Germany,DEU,1997,897.63513
Germany,DEU,1998,971.6043
Germany,DEU,1999,1082.5771
Germany,DEU,2000,1411.9044
Germany,DEU,2001,1465.9188
Germany,DEU,2002,1743.0519
Germany,DEU,2003,1795.5338
Germany,DEU,2004,2228.5981
Germany,DEU,2005,2541.3735
Germany,DEU,2006,3015.7456
Germany,DEU,2007,3670.635
Germany,DEU,2008,3787.3271
Germany,DEU,2009,3841.3103
Germany,DEU,2010,4159.35
Germany,DEU,2011,4815.5254
Germany,DEU,2012,5489.6484
Germany,DEU,2013,5713.383
Germany,DEU,2014,6044.5205
Germany,DEU,2015,6854.0376
Germany,DEU,2016,6842.677
Germany,DEU,2017,7653.935
Germany,DEU,2018,7844.516
Germany,DEU,2019,8367.423
Germany,DEU,2020,8730.213
Germany,DEU,2021,8106.167
Germany,DEU,2022,8710.929
Greece,GRC,1965,277.79437
Greece,GRC,1966,600.37665
Greece,GRC,1967,576.258
Greece,GRC,1968,474.8488
Greece,GRC,1969,712.70374
Greece,GRC,1970,912.1987
Greece,GRC,1971,914.393
Greece,GRC,1972,918.6687
Greece,GRC,1973,758.4919
Greece,GRC,1974,794.9931
Greece,GRC,1975,676.6668
Greece,GRC,1976,624.9623
Greece,GRC,1977,632.6603
Greece,GRC,1978,972.60974
Greece,GRC,1979,1146.8804
Greece,GRC,1980,1081.8069
Greece,GRC,1981,1069.5895
Greece,GRC,1982,1105.0518
Greece,GRC,1983,718.04694
Greece,GRC,1984,868.847
Greece,GRC,1985,842.90985
Greece,GRC,1986,962.67694
Greece,GRC,1987,819.9489
Greece,GRC,1988,691.607
Greece,GRC,1989,550.4554
Greece,GRC,1990,508.31854
Greece,GRC,1991,882.4113
Greece,GRC,1992,624.24634
Greece,GRC,1993,652.25146
Greece,GRC,1994,732.36664
Greece,GRC,1995,982.384
Greece,GRC,1996,1200.4427
Greece,GRC,1997,1065.3049
Greece,GRC,1998,1023.6431
Greece,GRC,1999,1278.9609
Greece,GRC,2000,1110.1322
Greece,GRC,2001,779.76434
Greece,GRC,2002,943.99164
Greece,GRC,2003,1540.7245
Greece,GRC,2004,1537.6884
Greece,GRC,2005,1654.2289
Greece,GRC,2006,2018.3182
Greece,GRC,2007,1264.5426
Greece,GRC,2008,1536.493
Greece,GRC,2009,2149.8867
Greece,GRC,2010,2788.984
Greece,GRC,2011,2158.8274
Greece,GRC,2012,2676.7607
Greece,GRC,2013,3740.747
Greece,GRC,2014,3208.7178
Greece,GRC,2015,3882.5115
Greece,GRC,2016,3901.6023
Greece,GRC,2017,3631.994
Greece,GRC,2018,4218.0415
Greece,GRC,2019,4247.234
Greece,GRC,2020,4637.3164
Greece,GRC,2021,5820.6196
Greece,GRC,2022,6049.1455
High-income countries,,1965,2668.5247
High-income countries,,1966,2789.9246
High-income countries,,1967,2830.0193
High-income countries,,1968,2880.443
High-income countries,,1969,2982.5383
High-income countries,,1970,3037.637
High-income countries,,1971,3140.1187
High-income countries,,1972,3251.5637
High-income countries,,1973,3230.7844
High-income countries,,1974,3510.4531
High-income countries,,1975,3481.0334
High-income countries,,1976,3320.432
High-income countries,,1977,3318.1052
High-income countries,,1978,3539.5688
High-income countries,,1979,3652.9824
High-income countries,,1980,3600.2227
High-income countries,,1981,3606.5862
High-income countries,,1982,3694.4536
High-income countries,,1983,3851.276
High-income countries,,1984,3838.6382
High-income countries,,1985,3807.204
High-income countries,,1986,3785.4514
High-income countries,,1987,3759.4346
High-income countries,,1988,3749.7324
High-income countries,,1989,3674.407
High-income countries,,1990,3805.834
High-income countries,,1991,3848.3755
High-income countries,,1992,3792.7634
High-income countries,,1993,3963.623
High-income countries,,1994,3852.8345
High-income countries,,1995,4063.0815
High-income countries,,1996,4111.3647
High-income countries,,1997,4216.1885
High-income countries,,1998,4128.2466
High-income countries,,1999,4152.8594
High-income countries,,2000,4184.4614
High-income countries,,2001,3925.6985
High-income countries,,2002,3996.5203
High-income countries,,2003,3948.4043
High-income countries,,2004,4058.612
High-income countries,,2005,4174.138
High-income countries,,2006,4291.578
High-income countries,,2007,4339.199
High-income countries,,2008,4605.2827
High-income countries,,2009,4720.8916
High-income countries,,2010,4953.321
High-income countries,,2011,5223.1084
High-income countries,,2012,5438.827
High-income countries,,2013,5715.238
High-income countries,,2014,5851.2227
High-income countries,,2015,6029.888
High-income countries,,2016,6234.399
High-income countries,,2017,6489.1426
High-income countries,,2018,6721.559
High-income countries,,2019,6849.405
High-income countries,,2020,7260.94
High-income countries,,2021,7463.672
High-income countries,,2022,7832.4097
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.32163125
Hong Kong,HKG,2009,0.43260995
Hong Kong,HKG,2010,24.23349
Hong Kong,HKG,2011,63.205128
Hong Kong,HKG,2012,26.988066
Hong Kong,HKG,2013,38.309944
Hong Kong,HKG,2014,31.290369
Hong Kong,HKG,2015,37.451283
Hong Kong,HKG,2016,46.1075
Hong Kong,HKG,2017,54.993065
Hong Kong,HKG,2018,60.01972
Hong Kong,HKG,2019,72.003044
Hong Kong,HKG,2020,109.05632
Hong Kong,HKG,2021,101.563324
Hong Kong,HKG,2022,111.411865
Hungary,HUN,1965,21.869368
Hungary,HUN,1966,29.075357
Hungary,HUN,1967,23.755962
Hungary,HUN,1968,25.689482
Hungary,HUN,1969,27.323257
Hungary,HUN,1970,25.225956
Hungary,HUN,1971,27.439415
Hungary,HUN,1972,31.346327
Hungary,HUN,1973,28.687922
Hungary,HUN,1974,22.902777
Hungary,HUN,1975,45.81541
Hungary,HUN,1976,46.122116
Hungary,HUN,1977,41.456043
Hungary,HUN,1978,38.26252
Hungary,HUN,1979,40.37518
Hungary,HUN,1980,30.955471
Hungary,HUN,1981,46.511745
Hungary,HUN,1982,44.12329
Hungary,HUN,1983,43.15377
Hungary,HUN,1984,50.58308
Hungary,HUN,1985,43.473766
Hungary,HUN,1986,43.345345
Hungary,HUN,1987,47.73347
Hungary,HUN,1988,47.893253
Hungary,HUN,1989,44.935703
Hungary,HUN,1990,55.95724
Hungary,HUN,1991,62.678
Hungary,HUN,1992,59.21329
Hungary,HUN,1993,59.412083
Hungary,HUN,1994,59.92055
